2026-02-12 10:47:07,START
2026-01-28 22:13:24,STOP
2026-01-28 22:08:36,START
2026-01-28 14:48:56,STOP
2026-01-28 14:39:42,START
2026-01-25 23:34:23,STOP
2026-01-22 14:18:49,STOP
2026-01-21 14:15:18,START
2026-01-19 19:01:32,STOP
2026-01-19 16:10:24,START
2026-01-19 10:53:22,STOP
2026-01-19 10:35:47,START
2026-01-16 22:20:36,STOP
